probe	chr	TSS	NAME	strand
9705	8	52460983	ST18	-
389658	8	52565437	ALKAL1	-
9821	8	52745843	RB1CC1	-
4986	8	53251740	OPRK1	-
100507516	8	53524336	LINC02984	-
51606	8	53843558	ATP6V1H	-
8601	8	53851795	RGS20	+
6917	8	54022508	TCEA1	-
10434	8	54102035	LYPLA1	-
29088	8	54135183	MRPL15	+
105375840	8	54381698	LOC105375840	+
6101	8	54509422	RP1	+
114786	8	55102028	XKR4	+
105375843	8	55521055	XKR4-AS1	-
96764	8	55773065	TGS1	+
137695	8	55773417	TMEM68	-
4067	8	55879797	LYN	+
6224	8	56074575	RPS20	-
5324	8	56211357	PLAG1	-
79145	8	56211560	CHCHD7	+
195814	8	56320776	SDR16C5	-
101929415	8	56445807	PENK-AS1	+
5179	8	56448048	PENK	-
100507632	8	56560407	LINC00968	-
54928	8	56993893	BPNT2	-
100507651	8	57142643	LINC01606	+
286177	8	57261226	LOC286177	+
26138	8	57279543	LINC00588	+
101929488	8	57341021	LOC101929488	+
286178	8	57746126	LINC03018	+
100505477	8	57855411	LINC01602	+
90362	8	57993956	FAM110B	+
137886	8	58411348	UBXN2B	+
1581	8	58500164	CYP7A1	-
6386	8	58552924	SDCBP	+
8439	8	58659997	NSMAF	-
100505501	8	59117374	TOX-DT	+
9760	8	59119310	TOX	-
105375861	8	60046755	LOC105375861	+
767	8	60281573	CA8	-
5862	8	60516890	RAB2A	+
55636	8	60678715	CHD7	+
157807	8	61057158	CLVS1	+
444	8	61714822	ASPH	-
101929628	8	61785047	LINC02842	+
286183	8	62248591	NKAIN3	+
8836	8	63039407	GGH	-
7274	8	63086197	TTPA	-
253943	8	63168260	YTHDF3	+
105375875	8	63470227	LOC105375875	-
286184	8	63752055	LINC01289	+
102724623	8	64369176	LINC01414	-
27319	8	64580365	BHLHE22	+
401463	8	64582108	BHLHE22-AS1	-
9420	8	64799145	CYP7B1	-
105375878	8	64817603	LOC105375878	-
552859	8	65184210	LINC00251	-
286186	8	65562781	LINC01299	-
55156	8	65634217	ARMC1	-
9650	8	65643876	MTFR1	+
5150	8	65842573	PDE7A	-
85479	8	66021524	DNAJC5B	+
84675	8	66126872	TRIM55	+
100505659	8	66177238	LINC00967	+
1392	8	66178632	CRH	-
23212	8	66429014	RRS1	+
100505676	8	66432399	RRS1-DT	-
137872	8	66432459	ADHFE1	+
254778	8	66492326	VXN	+
4603	8	66614247	MYBL1	-
80124	8	66667263	VCPIP1	-
56260	8	66667475	C8orf44	+
23678	8	66712484	SGK3	+
157777	8	66870749	MCMDC2	+
100129654	8	66962626	TCF24	-
286187	8	67056604	PPP1R42	-
79848	8	67062381	CSPP1	+
10987	8	67083783	COPS5	-
102724708	8	67343138	ARFGEF1-DT	+
10565	8	67343961	ARFGEF1	-
57094	8	67746378	CPA6	-
80243	8	67951775	PREX2	+
105375888	8	68095081	LOC105375888	-
116328	8	68330669	C8orf34	+
286189	8	68331689	C8orf34-AS1	-
107986951	8	68858119	LOC107986951	-
100505718	8	69254715	LINC01592	-
23213	8	69466618	SULF1	+
100505739	8	69495922	LINC01603	-
121233925	8	69834087	SLCO5A1-AS1	+
81796	8	69835064	SLCO5A1	-
63978	8	70072862	PRDM14	-
10499	8	70456452	NCOA2	-
101926892	8	70471046	LINC03020	+
286190	8	70608494	LACTB2-AS1	+
23471	8	70608581	TRAM1	-
51110	8	70669306	LACTB2	-
389668	8	70669331	XKR9	+
2138	8	71592025	EYA1	-
100132891	8	71828167	MSC-AS1	+
8989	8	72089998	TRPA1	-
9312	8	72537220	KCNB2	+
7013	8	73008398	TERF1	+
157869	8	73124088	SBSPON	-
100130301	8	73259530	C8orf89	-
157506	8	73294243	RDH10	+
6129	8	73295789	RPL7	-
101926926	8	73370609	RDH10-AS1	-
100128126	8	73420004	STAU2-AS1	+
27067	8	73747708	STAU2	-
55284	8	73878913	UBE2W	-
6921	8	73972311	ELOC	-
54968	8	73972437	TMEM70	+
23643	8	73991346	LY96	+
105375903	8	74052337	LOC105375903	+
54332	8	74320613	GDAP1	+
56704	8	74321607	JPH1	-
441355	8	74599757	MIR2052HG	+
51050	8	74824478	PI15	+
83690	8	74984333	CRISPLD1	+
101805492	8	75352327	CASC9	-
3174	8	75407914	HNF4G	+
102724858	8	76308620	LOC102724858	-
101926978	8	76406654	LINC01111	+
79776	8	76681239	ZFHX4	+
107986952	8	76698953	LOC107986952	-
5828	8	77001044	PEX2	-
5569	8	78516303	PKIA	+
101927003	8	78558507	PKIA-AS1	-
51101	8	78666050	ZC2HC1A	+
3574	8	78805527	IL7	-
11075	8	79610919	STMN2	+
101927067	8	79743143	LINC01607	+
23462	8	79767857	HEY1	-
101927040	8	79871784	LOC101927040	-
124901966	8	79891488	LOC124901966	+
28957	8	80030376	MRPS28	-
7163	8	80231232	TPD52	-
65986	8	80485596	ZBTB10	+
619279	8	80874781	ZNF704	-
55824	8	81112121	PAG1	-
105375924	8	81149055	LOC105375924	+
2171	8	81280267	FABP5	+
5375	8	81447518	PMP2	-
646480	8	81461579	FABP9	-
2167	8	81483243	FABP4	-
646486	8	81590139	FABP12	-
3612	8	81686848	IMPA1	-
347051	8	81695058	SLC10A5	-
92421	8	81732448	CHMP4C	+
79752	8	81732903	ZFAND1	-
109729147	8	81841729	LINC02235	+
64089	8	81842866	SNX16	-
101927141	8	82033533	LOC101927141	+
138046	8	84182787	RALYL	+
85444	8	85107079	LRRCC1	+
1875	8	85177107	E2F5	+
102723322	8	85178806	E2F5-DT	-
377677	8	85220587	CA13	+
401466	8	85220793	RBIS	-
761	8	85373436	CA3	+
759	8	85379014	CA1	-
760	8	85463860	CA2	+
105375622	8	85861649	LINC02849	-
107986954	8	85978606	LOC107986954	-
245972	8	85987323	ATP6V0D2	+
85481	8	86088621	PSKH2	-
105375623	8	86180418	LOC105375623	+
157724	8	86321146	SLC7A13	-
11059	8	86342486	WWP1	+
105375624	8	86343429	WWP1-AS1	-
51115	8	86514357	RMDN1	-
8895	8	86514421	CPNE3	+
54714	8	86743675	CNGB3	-
168975	8	86866407	CNBD1	+
4325	8	88328025	MMP16	-
8767	8	89757733	RIPK2	+
734	8	89901849	OSGIN2	+
101929709	8	89902429	PARAIL	-
1666	8	90001330	DECR1	+
4683	8	90003228	NBN	-
793	8	90095475	CALB1	-
124906712	8	90646420	LOC124906712	+
64168	8	90791115	NECAB1	+
169200	8	90791632	TMEM64	-
105375635	8	90859340	LOC105375635	-
100127983	8	90985580	C8orf88	-
55529	8	91041007	PIP4P2	-
51633	8	91070196	OTUD6B	+
100130742	8	91101832	LRRC69	+
115111	8	91209494	SLC26A7	+
862	8	92103414	RUNX1T1	-
101926956	8	92629124	LOC101926956	+
102724710	8	92655583	LOC102724710	-
441369	8	92879502	FLJ46284	-
286144	8	93017786	TRIQK	-
389676	8	93166850	LINC02906	-
137392	8	93698561	CIBAR1	+
642924	8	93700512	CIBAR1-DT	-
389677	8	93741098	RBM12B	-
105375645	8	93741133	RBM12B-DT	+
91147	8	93754840	TMEM67	+
54704	8	93857788	PDP1	+
114515521	8	93916682	MIR378D2HG	-
1015	8	94217303	CDH17	-
2669	8	94262461	GEM	-
100861412	8	94436952	FSBP	-
25788	8	94475134	RAD54B	-
101926977	8	94553461	VIRMA-DT	+
25962	8	94553529	VIRMA	-
54845	8	94640489	ESRP1	+
286148	8	94719677	DPY19L4	+
55656	8	94813311	INTS8	+
137682	8	94895533	NDUFAF6	+
9134	8	94896680	CCNE2	-
94241	8	94949400	TP53INP1	-
105375650	8	95073193	MIR3150BHG	-
79666	8	95115642	PLEKHF2	+
100616530	8	95204456	CFAP418-AS1	+
619344	8	95216525	LINC01298	-
157657	8	95269430	CFAP418	-
392255	8	96160813	GDF6	-
101927039	8	96234988	UQCRB-AS1	+
7381	8	96235621	UQCRB	-
51001	8	96261626	MTERF3	-
9791	8	96261885	PTDSS1	+
6383	8	96493410	SDC2	+
10404	8	96644982	CPQ	+
85453	8	97277928	TSPYL5	-
92140	8	97643612	MTDH	+
55353	8	97775057	LAPTM4B	+
4147	8	97868840	MATN2	+
6156	8	98046469	RPL30	-
203111	8	98064271	ERICH5	+
10247	8	98117206	RIDA	-
10940	8	98117286	POP1	+
79815	8	98294606	NIPAL2	-
3788	8	98426870	KCNS2	+
6788	8	98942827	STK3	-
157680	8	99013254	VPS13B	+
105375666	8	99013743	VPS13B-DT	-
1345	8	99893762	COX6C	-
26166	8	100131268	RGS22	-
286151	8	100145826	FBXO43	-
5440	8	100150610	POLR2K	+
6674	8	100157853	SPAG1	+
25897	8	100336218	RNF19A	-
124901990	8	100464613	LOC124901990	-
157567	8	100559789	ANKRD46	-
169166	8	100663415	SNX31	-
26986	8	100722809	PABPC1	-
7534	8	100953397	YWHAZ	-
441374	8	101034868	SLEAR	+
115830329	8	101169629	ZNNT1	-
51123	8	101207085	ZNF706	-
79977	8	101492421	GRHL2	+
107986962	8	101493338	GRHL2-DT	-
83988	8	102124907	NCALD	-
50484	8	102239382	RRM2B	-
51366	8	102412883	UBR5	-
4956	8	102551589	ODF1	+
101927245	8	102627633	LOC101927245	+
7071	8	102655729	KLF10	-
51582	8	102893864	AZIN1	-
528	8	103021050	ATP6V1C1	+
79870	8	103140370	BAALC	+
8323	8	103298433	FZD6	+
105369147	8	103371410	LOC105369147	-
115908	8	103371497	CTHRC1	+
25879	8	103414651	DCAF13	+
81034	8	103415189	SLC25A32	-
9699	8	103499638	RIMS2	+
1807	8	104467111	DPYS	-
29967	8	104589292	LRP12	-
23414	8	104590733	ZFPM2	+
101927392	8	105188606	LINC03084	-
55074	8	106270112	OXR1	+
284	8	107498055	ANGPT1	-
340419	8	108083791	RSPO2	-
3646	8	108443496	EIF3E	-
9694	8	108443601	EMC2	+
157753	8	108787624	TMEM74	-
101927413	8	109063417	LOC101927413	-
7201	8	109086585	TRHR	+
56943	8	109333555	ENY2	+
84955	8	109334493	NUDCD1	-
93035	8	109362429	PKHD1L1	+
9166	8	109539621	EBAG9	+
55638	8	109691799	SYBU	-
27012	8	109975781	KCNV1	-
101927459	8	111040372	LINC01608	-
101927487	8	111236230	LINC01609	-
105375706	8	111376639	LINC02237	+
105375709	8	113432220	LOC105375709	+
114788	8	113436939	CSMD3	-
125177374	8	115509602	TRPS1-AS1	+
7227	8	115809673	TRPS1	-
124902005	8	116289622	LOC124902005	+
100859921	8	116451731	LINC00536	-
105375713	8	116651979	LOC105375713	+
84294	8	116766492	UTP23	+
8667	8	116766925	EIF3H	-
644660	8	116874424	RAD21-AS1	+
5885	8	116874924	RAD21	-
441376	8	116938184	AARD	+
169026	8	116950273	SLC30A8	+
90390	8	117520699	MED30	+
2131	8	118111899	EXT1	-
401474	8	118622112	SAMD12	-
4982	8	118952251	TNFRSF11B	-
10584	8	118995452	COLEC10	+
114569	8	119165034	MAL2	+
105375726	8	119246857	MAL2-AS1	-
4856	8	119416368	CCN3	+
5168	8	119673680	ENPP2	-
6873	8	119832863	TAF2	-
79075	8	119856022	DSCC1	-
64798	8	119873670	DEPTOR	+
7373	8	120059780	COL14A1	+
27085	8	120445390	MTBP	+
28998	8	120445407	MRPL13	-
101927543	8	120761253	SNTB1-AS2	+
6641	8	120813273	SNTB1	-
594842	8	121639293	HAS2-AS1	+
3037	8	121641549	HAS2	-
105375732	8	121697626	LINC02855	-
22882	8	122781298	ZHX2	+
124902013	8	123002560	LOC124902013	+
93594	8	123041968	TBC1D31	+
79139	8	123042406	DERL1	-
84985	8	123178960	SACK1A	+
100131726	8	123202743	SACK1A-AS1	-
84933	8	123241412	C8orf76	-
11244	8	123275541	ZHX1	-
29028	8	123416350	ATAD2	-
55093	8	123416720	NTAQ1	+
114907	8	123541273	FBXO32	-
312	8	123737442	ANXA13	-
157769	8	123768433	FAM91A1	+
654463	8	123851987	FER1L6	+
439941	8	124040782	FER1L6-AS1	-
157376	8	124171529	FER1L6-AS2	-
101927588	8	124247398	LOC101927588	-
157378	8	124372711	TMEM65	-
55039	8	124450820	TYW2	+
101927612	8	124474616	RNF139-DT	-
11236	8	124474699	RNF139	+
4715	8	124539098	NDUFB9	+
83940	8	124539458	TATDN1	-
9788	8	124728948	MTSS1	-
157381	8	124823702	LINC00964	+
105375743	8	124857516	LOC105375743	-
137209	8	124973265	ZNF572	+
105375744	8	124998286	SQLE-DT	-
6713	8	124998467	SQLE	+
106479020	8	125040684	WASHC5-AS1	+
286053	8	125091673	NSMCE2	+
9897	8	125091819	WASHC5	-
10221	8	125430152	TRIB1	+
100130231	8	126292788	LINC00861	-
105375750	8	126506326	LOC105375750	+
100750225	8	126556323	PCAT1	+
157638	8	126558484	LRATD2	-
101867536	8	127079874	PRNCR1	+
103164619	8	127227541	PCAT2	-
5462	8	127322183	POU5F1B	+
101805488	8	127400399	CCAT2	+
727677	8	127482139	CASC8	-
105375754	8	127671017	LOC105375754	-
4609	8	127735434	MYC	+
100270680	8	127739022	CASC11	-
5820	8	127794513	PVT1	+
641384	8	127948723	LINC02912	-
137196	8	129723023	CCDC26	-
56169	8	129786624	GSDMC	-
51571	8	130017504	CYRIB	-
100507117	8	130084768	ASAP1-IT2	-
124902027	8	130206522	LOC124902027	+
124902026	8	130357943	LOC124902026	+
50807	8	130444082	ASAP1	-
114	8	131041587	ADCY8	-
105375759	8	131144948	LOC105375759	-
23167	8	131904072	EFR3A	+
729330	8	132059385	OC90	-
10086	8	132111159	HHLA1	-
3786	8	132481095	KCNQ3	-
93668	8	132565246	HPYR1	-
23639	8	132675622	DNAAF11	-
137835	8	132760712	TMEM71	-
51105	8	132775311	PHF20L1	+
7038	8	132866953	TG	+
100302522	8	133054959	PTCSC1	+
6503	8	133129216	SLA	-
8840	8	133190866	CCN4	+
10397	8	133302022	NDRG1	-
6482	8	133572518	ST3GAL1	-
101927822	8	133886322	LOC101927822	+
57623	8	134713175	ZFAT	-
101927845	8	134832540	LOC101927845	+
286094	8	135234131	LINC01591	+
10656	8	135456970	KHDRBS3	+
107986980	8	135859369	LINC02055	+
105375775	8	136295302	LOC105375775	-
51059	8	138497267	FAM135B	-
169044	8	138914072	COL22A1	-
51305	8	139704146	KCNK9	-
105375781	8	139911238	LOC105375781	+
359809	8	140100553	PEG13	-
83696	8	140458579	TRAPPC9	-
54108	8	140511288	CHRAC1	+
27161	8	140635695	AGO2	-
5747	8	141002216	PTK2	-
22898	8	141117278	DENND3	+
101927963	8	141130119	DENND3-AS1	-
105375787	8	141254565	SLC45A4-AS1	+
57210	8	141308385	SLC45A4	-
11156	8	141391497	PTP4A3	+
105375790	8	141392574	ASTILCS	-
389690	8	141507230	MROH5	-
122455339	8	141514638	C8orf90	+
619434	8	142198319	LINC00051	+
203062	8	142403270	TSNARE1	-
575	8	142449430	ADGRB1	+
23237	8	142614479	ARC	-
101928087	8	142614726	LOC101928087	+
8000	8	142670308	PSCA	+
8629	8	142681968	JRK	-
54742	8	142699988	LY6K	+
100288181	8	142727056	LNCOC1	-
51337	8	142727176	THEM6	+
124902033	8	142738037	SLURP2-AS1	+
432355	8	142769828	SLURP2	-
66004	8	142777889	LYNX1	-
2765	8	142834171	GML	+
4061	8	143012722	LY6E	+
286122	8	143039209	LY6S-AS1	+
105375795	8	143048357	LY6S	-
4062	8	143160711	LY6H	-
338328	8	143213019	GPIHBP1	+
286128	8	143245996	ZFP41	+
2738	8	143263193	GLI4	+
100507316	8	143281713	MINCR	-
79943	8	143289676	ZNF696	+
116447	8	143359979	TOP1MT	-
78998	8	143368637	RHPN1-AS1	-
114822	8	143368810	RHPN1	+
389692	8	143430732	MAFA	-
23144	8	143541578	ZC3H3	-
79792	8	143553207	GSDMD	+
100310756	8	143558386	LOC100310756	-
642475	8	143573110	MROH6	-
93100	8	143578649	NAPRT	-
84948	8	143597831	TIGD5	+
1936	8	143599541	EEF1D	-
65263	8	143609773	PYCR3	-
7264	8	143618048	GFUS	-
9831	8	143635518	ZNF623	+
286075	8	143684452	ZNF707	+
225689	8	143716279	MAPK15	+
642574	8	143733510	IQANK1	+
286077	8	143740732	SACK1H	-
23513	8	143815792	SCRIB	-
22827	8	143830709	PUF60	-
340371	8	143841109	NRBP2	-
83481	8	143878468	EPPK1	-
5339	8	143977039	PLEC	-
2907	8	143990048	GRINA	+
375686	8	144012275	SPATC1	+
84875	8	144019930	PARP10	-
26873	8	144064091	OPLAH	-
54512	8	144078560	EXOSC4	+
8733	8	144082337	GPAA1	+
1537	8	144095039	CYC1	+
84232	8	144103112	MAF1	+
340390	8	144107726	WDR97	+
81858	8	144108124	SHARPIN	-
51236	8	144137774	HGH1	+
727957	8	144147975	MROH1	+
642658	8	144266446	SCX	+
23246	8	144291453	BOP1	-
3297	8	144291521	HSF1	+
8694	8	144326916	DGAT1	-
79581	8	144333957	SLC52A2	+
83482	8	144336503	SCRT1	-
340393	8	144354954	CATSPERQ	-
26233	8	144359376	FBXL6	-
203054	8	144373101	ADCK5	+
29894	8	144409864	CPSF1	-
55630	8	144416894	SLC39A4	-
51160	8	144429499	VPS28	-
4796	8	144444488	TONSL	-
50626	8	144462908	ZFTRAF1	-
157542	8	144465430	TMEM276-ZFTRAF1	-
90990	8	144465940	KIFC2	+
84773	8	144466890	TMEM276	-
8928	8	144475873	FOXH1	-
84988	8	144475989	PPP1R16A	+
2875	8	144502608	GPT	+
113655	8	144508263	SLC33A2	+
9401	8	144517890	RECQL4	-
9684	8	144517957	LRRC14	+
441381	8	144527608	LRRC24	-
414919	8	144529132	C8orf82	-
80728	8	144685879	ARHGAP39	-
90987	8	144756417	ZNF251	-
80778	8	144788684	ZNF34	-
6132	8	144793502	RPL8	-
340385	8	144798863	ZNF517	+
7553	8	144826894	ZNF7	+
28991	8	144854229	COMMD5	-
58500	8	144902217	ZNF250	-
7564	8	144950888	ZNF16	-
286103	8	145002811	ZNF252P-AS1	+
286101	8	145003445	ZNF252P	-
65265	8	145052406	C8orf33	+
101929127	9	72562	PGM5P3-AS1	+
100287171	9	73865	WASHC1	-
2298	9	118417	FOXD4	-
55871	9	179147	ZNG1A	-
81704	9	214676	DOCK8	+
157983	9	215893	DOCK8-AS1	-
23189	9	470289	KANK1	+
124902108	9	492248	LOC124902108	-
138842262	9	685555	KANK1-AS1	-
1761	9	841690	DMRT1	+
58524	9	976373	DMRT3	+
6595	9	1980290	SMARCA2	+
7436	9	2621182	VLDLR	+
401491	9	2622457	VLDLR-AS1	-
169522	9	2717510	KCNV2	+
9933	9	2844130	PUM3	-
101929247	9	3181342	LINC01231	+
5991	9	3526919	RFX3	-
84850	9	3898642	GLIS3-AS1	+
169792	9	4348392	GLIS3	-
6505	9	4490207	SLC1A1	+
403313	9	4662294	PLPP6	+
55064	9	4666674	SPATA6L	-
55664	9	4679556	CDC37L1	+
101929351	9	4679807	CDC37L1-DT	-
50808	9	4742043	AK3	-
10171	9	4792881	RCL1	+
3717	9	4984390	JAK2	+
3499	9	5113549	IGHEP2	+
11172	9	5185668	INSL6	-
6019	9	5304716	RLN2	-
6013	9	5339876	RLN1	-
55848	9	5439252	PLGRKT	-
29126	9	5450503	CD274	+
80380	9	5485745	PDCD1LG2	+
57589	9	5628738	RIC1	+
124902114	9	5629780	INCR1	-
79956	9	5879537	ERMP1	-
2315	9	5890873	MLANA	+
158358	9	6008495	BRD10	-
26953	9	6015639	RANBP6	-
90865	9	6215136	IL33	+
115426	9	6413151	UHRF2	+
105375968	9	6644522	MAHAC	+
2731	9	6645734	GLDC	-
23081	9	6720863	KDM4C	+
90871	9	7888380	DMAC1	-
105375971	9	7961255	LOC105375971	-
101929407	9	8857982	PTPRD-AS1	+
5789	9	10613002	PTPRD	-
105375976	9	12159148	LOC105375976	-
7306	9	12333995	TYRP1	+
286343	9	12775005	LURAP1L	+
101929467	9	12814382	LURAP1L-AS1	-
8777	9	13279790	MPDZ	-
105375977	9	13323319	LOC105375977	+
401492	9	13488125	LINC01235	-
100113404	9	13927971	LINC00583	+
123706550	9	14317073	NFIB-AS1	+
4781	9	14398983	NFIB	-
340481	9	14694198	ZDHHC21	-
9350	9	14722740	CER1	-
158326	9	14910995	FREM1	-
158219	9	15307360	TTC39B	-
6619	9	15422661	SNAPC3	+
11168	9	15511202	PSIP1	-
203238	9	15552507	CCDC171	+
100129385	9	16410990	LINC03041	-
111216284	9	16726804	BNC2-AS1	+
54796	9	16871942	BNC2	-
54875	9	17134956	CNTLN	+
6456	9	17579060	SH3GL2	+
92949	9	17906563	ADAMTSL1	+
158297	9	19049358	SAXO1	-
10670	9	19049427	RRAGA	+
54801	9	19103120	HAUS6	-
123	9	19149369	PLIN2	-
55667	9	19230435	DENND4C	+
6194	9	19380299	RPS6	-
340485	9	19408944	ACER2	+
25769	9	19789224	SLC24A2	-
4300	9	20622526	MLLT3	-
54914	9	20658305	FOCAD	+
101929548	9	20684803	FOCAD-AS1	-
401494	9	21031652	HACD4	-
3442	9	21305313	IFNA5	-
55958	9	21335404	KLHL9	-
3440	9	21385398	IFNA2	-
3439	9	21440439	IFNA1	+
554202	9	21591906	MIR31HG	-
4507	9	21802614	MTAP	+
100048912	9	21994139	CDKN2B-AS1	+
1029	9	21995301	CDKN2A	-
1030	9	22009325	CDKN2B	-
63951	9	22446777	DMRTA1	+
441389	9	22640681	LINC01239	+
101929563	9	23672551	LOC101929563	-
1993	9	23826352	ELAVL2	-
105375992	9	23826480	LOC105375992	+
100129669	9	24545946	IZUMO3	-
286319	9	25678444	TUSC1	-
101929582	9	25780032	LINC01241	+
100506422	9	26066675	LINC03106	+
79886	9	26892824	CAAP1	-
80173	9	26947039	IFT74	+
9373	9	26947495	PLAA	-
101929602	9	26956701	IFT74-AS1	-
64922	9	27005709	LRRC19	-
7010	9	27109030	TEK	+
158035	9	27284869	REXO6P	-
54586	9	27297150	EQTN	-
56832	9	27524290	IFNK	+
79817	9	27529829	MOB3B	-
203228	9	27573895	C9orf72	-
158038	9	29213913	LINGO2	-
101929620	9	31381490	LINC01243	-
48	9	32384592	ACO1	+
23586	9	32526348	RIGI	-
100129250	9	32551144	TZMP1	+
10210	9	32552611	TOPORS	-
4712	9	32573189	NDUFB6	-
138474	9	32635669	TAF1L	-
401498	9	32783535	TMEM215	+
54840	9	33025176	APTX	-
3301	9	33025203	DNAJA1	+
55234	9	33081411	SMU1	-
101929639	9	33166789	B4GALT1-AS1	+
2683	9	33167399	B4GALT1	-
27290	9	33218365	SPINK4	+
51510	9	33264017	CHMP5	+
573	9	33264720	BAG1	-
4799	9	33290428	NFX1	+
105376020	9	33395359	LOC105376020	+
364	9	33437236	AQP7	-
360	9	33447596	AQP3	-
65083	9	33473930	NOL6	-
441459	9	33523522	ANKRD18B	+
101243555	9	33676785	PTENP1-AS	+
246285	9	33695767	TRBV26OR9-2	+
5646	9	33750679	PRSS3	+
54926	9	33817160	UBE2R2	+
101929688	9	33818836	UBE2R2-AS1	-
55833	9	34049420	UBAP2	-
25853	9	34127399	DCAF12	-
51271	9	34179005	UBAP1	+
347240	9	34329282	KIF24	-
318	9	34329496	NUDT2	+
57462	9	34377150	MYORG	-
84688	9	34397828	SPMIP6	-
27019	9	34457414	DNAI1	+
203259	9	34458591	FAM219A	-
375704	9	34523174	ENHO	-
415056	9	34568009	CNTFR-AS1	+
1271	9	34593478	CNTFR	-
138716	9	34612605	RPP25L	-
11258	9	34620529	DCTN3	-
138715	9	34630503	ARID3C	-
2592	9	34637367	GALT	+
10280	9	34637844	SIGMAR1	-
3590	9	34651582	IL11RA	+
10850	9	34664048	CCL27	-
730098	9	34666122	LOC730098	-
6363	9	34691355	CCL19	-
259308	9	34729538	SPATA31F1	-
100129969	9	34895797	SPATA31F3	-
23349	9	34957608	PHF24	+
25822	9	34989641	DNAJB5	+
101926900	9	34997055	DNAJB5-DT	-
138724	9	35041095	SPATA31G1	+
7415	9	35072725	VCP	-
2189	9	35082444	FANCG	-
121847984	9	35096313	PIGO-AS1	+
84720	9	35096632	PIGO	-
30968	9	35103195	STOML2	-
80256	9	35116357	ATOSB	-
10497	9	35161829	UNC13B	+
158381	9	35406749	ATP8B5P	+
9853	9	35489670	RUSC2	+
730112	9	35563914	CIMIP2B	-
7016	9	35605235	TESK1	+
101926948	9	35646270	LOC101926948	+
971	9	35646810	CD72	-
203260	9	35658277	CCDC107	+
768	9	35673898	CA9	+
84904	9	35675866	ARHGEF39	-
7169	9	35691116	TPM2	-
7094	9	35732212	TLN1	-
10488	9	35732296	CREB3	+
9827	9	35748613	RGP1	+
57704	9	35749986	GBA2	-
692094	9	35756613	MSMP	-
4882	9	35791003	NPR2	+
26206	9	35812272	SPAG8	-
51754	9	35814451	TMEM8B	+
84681	9	35815354	HINT2	-
392307	9	35828747	FAM221B	-
646962	9	35906202	HRCT1	+
158376	9	35909488	SPAAR	+
8434	9	36036896	RECK	+
152007	9	36136417	GLIPR2	+
881	9	36165751	CCIN	+
1211	9	36190856	CLTA	+
10020	9	36277042	GNE	-
152006	9	36487548	RNF38	-
9833	9	36572074	MELK	+
105376030	9	36779475	LOC105376030	+
100506710	9	37034202	EBLN3P	+
5079	9	37034268	PAX5	-
84186	9	37118631	ZCCHC7	+
105376034	9	37121165	LOC105376034	-
9380	9	37422660	GRHPR	+
9925	9	37468850	ZBTB5	-
64425	9	37481695	POLR1E	+
26267	9	37576392	FBXO10	-
401505	9	37592619	TOMM5	-
22844	9	37650862	FRMPD1	+
158234	9	37753768	TRMT10B	+
79269	9	37800554	DCAF10	+
51010	9	37832117	EXOSC3	-
92014	9	37904387	SLC25A51	-
6461	9	38069270	SHB	-
219	9	38392623	ALDH1B1	+
347252	9	38424461	IGFBPL1	-
253650	9	38622528	ANKRD18A	-
110806297	9	38720133	FAM240B	-
124902157	9	38949699	LOC124902157	+
79937	9	39288611	CNTNAP3	-
401509	9	39552802	ZNF658B	-
389741	9	39810128	GLIDR	-
654466	9	40106661	FGF7P3	-
100133036	9	40223085	FAM95B1	+
101929959	9	40584307	BMS1P14	-
100132352	9	40992065	FRG1HP	+
595135	9	41074965	PGM5P2	-
440896	9	41125588	LINC03025	-
653404	9	41128681	FOXD4L6	-
644019	9	41199261	ZNG1F	-
107984035	9	41357964	LOC107984035	+
728577	9	42129552	CNTNAP3B	-
103908605	9	42569410	FAM88E	-
101927827	9	42644830	LOC101927827	-
102724904	9	43124708	LOC102724904	+
124906839	9	60964196	LOC124906839	-
100289279	9	61330717	CNTNAP3C	+
100132948	9	61854038	FAM27C	+
102723678	9	61869202	LOC102723678	-
102724238	9	62376890	FAM88C	-
103352539	9	62801434	LINC01410	+
124906869	9	62802715	LOC124906869	-
728673	9	62897343	FAM88B	+
403323	9	62898904	LERFS	-
100996643	9	63331783	LOC100996643	+
644316	9	64016900	FLJ43315	+
653427	9	65285209	FOXD4L5	-
105379444	9	65383136	LOC105379444	+
220869	9	65668805	ZNG1E	+
105379252	9	66062353	LOC105379252	-
102724431	9	66179552	LOC102724431	-
642929	9	66179552	LOC642929	-
26149	9	66856426	ZNF658	+
100133121	9	67726979	FAM27B	-
84210	9	67832765	ANKRD20A1	+
445571	9	68232003	ZNG1C	+
286380	9	68302867	FOXD4L3	+
5239	9	68328308	PGM5	+
572558	9	68358022	PGM5-AS1	-
105376070	9	68406500	LOC105376070	-
105376072	9	68539441	TMEM252-DT	+
8395	9	68705185	PIP5K1B	+
116224	9	68780065	PABIR1	+
2395	9	69035730	FXN	+
9414	9	69121264	TJP2	+
100885775	9	69311111	BANCR	-
9413	9	69324567	ENTREP1	+
124902178	9	69472466	LOC124902178	+
320	9	69672392	APBA1	-
375743	9	69760065	PTAR1	-
138255	9	69820784	CFAP95	+
256691	9	70043516	MAMDC2	+
23137	9	70258270	SMC5	+
100507244	9	70258924	MAMDC2-AS1	-
687	9	70414657	KLF9	-
80036	9	71446977	TRPM3	-
23670	9	71816690	CEMIP2	-
