ensg_id	chr	TSS	gene_symbol	strand
ENSG00000204161	10	49188585	C10orf128	-
ENSG00000165606	10	49396016	DRGX	-
ENSG00000235939	10	49419277	RP11-123B3.2	+
ENSG00000225830	10	49539538	ERCC6	-
ENSG00000070748	10	49609095	CHAT	+
ENSG00000178645	10	49679651	C10orf53	+
ENSG00000197444	10	49762379	OGDHL	-
ENSG00000204152	10	49942033	TIMM23B	+
ENSG00000227345	10	49970203	PARG	-
ENSG00000204149	10	49982190	AGAP6	+
ENSG00000099290	10	50067888	FAM21A	+
ENSG00000188611	10	50248610	ASAH2	-
ENSG00000225303	10	50472814	RP11-512N4.2	+
ENSG00000226200	10	50624951	SGMS1-AS1	+
ENSG00000198964	10	50625163	SGMS1	-
ENSG00000204147	10	50739318	ASAH2B	+
ENSG00000148584	10	50885675	A1CF	-
ENSG00000185532	10	50991358	PRKG1	+
ENSG00000223502	10	51068553	RP11-96B5.3	-
ENSG00000231132	10	51245806	RP11-40C11.2	-
ENSG00000235279	10	51302566	RP11-539E19.2	+
ENSG00000177613	10	51699591	CSTF2T	-
ENSG00000236671	10	52314128	PRKG1-AS1	-
ENSG00000107984	10	52314296	DKK1	+
ENSG00000231131	10	52470533	LINC01468	-
ENSG00000227121	10	52975815	RP11-319F12.2	-
ENSG00000226296	10	53311065	RP11-71J2.1	-
ENSG00000234173	10	54486230	RP11-257I14.1	+
ENSG00000150275	10	55627942	PCDH15	-
ENSG00000122952	10	56361275	ZWINT	-
ENSG00000151151	10	58267934	IPMK	-
ENSG00000122873	10	58269058	CISD1	+
ENSG00000228527	10	58304553	RP11-179B15.5	+
ENSG00000261076	10	58327030	RP11-179B15.6	-
ENSG00000072401	10	58334975	UBE2D1	+
ENSG00000108064	10	58385022	TFAM	+
ENSG00000122870	10	58513140	BICC1	+
ENSG00000237949	10	58999626	LINC00844	+
ENSG00000165443	10	59176590	PHYHIPL	+
ENSG00000236556	10	59282147	RP11-443O13.3	+
ENSG00000148541	10	59363181	FAM13C	-
ENSG00000235140	10	59589150	RP11-135D11.2	+
ENSG00000165449	10	59736002	SLC16A9	-
ENSG00000227877	10	59756041	MRLN	-
ENSG00000108091	10	59906656	CCDC6	-
ENSG00000235931	10	59960913	LINC01553	-
ENSG00000232682	10	60050668	RP11-388P9.2	+
ENSG00000151150	10	60733490	ANK3	-
ENSG00000170312	10	60778331	CDK1	+
ENSG00000072422	10	61001440	RHOBTB1	-
ENSG00000227244	10	61016275	LINC00845	+
ENSG00000196932	10	61453450	TMEM26	-
ENSG00000183346	10	61662961	C10orf107	+
ENSG00000272592	10	61685388	RP11-63A2.2	-
ENSG00000233643	10	61821246	RP11-491H19.1	-
ENSG00000150347	10	61901300	ARID5B	+
ENSG00000182010	10	62268707	RTKN2	-
ENSG00000234756	10	62289521	RP11-120C12.3	+
ENSG00000138311	10	62374192	ZNF365	+
ENSG00000181915	10	62804857	ADO	+
ENSG00000238280	10	62805887	RP11-436D10.3	-
ENSG00000122877	10	62919900	EGR2	-
ENSG00000224301	10	63125537	RP11-144G16.1	-
ENSG00000148572	10	63133247	NRBF2	+
ENSG00000272767	10	63465229	JMJD1C-AS1	+
ENSG00000165476	10	63521363	REEP3	+
ENSG00000171988	10	63521850	JMJD1C	-
ENSG00000228566	10	63664664	RP11-170M17.1	+
ENSG00000226426	10	64037280	RP11-174J11.1	-
ENSG00000224714	10	64924518	RP11-179K3.2	-
ENSG00000282906	10	65123667	RP11-252C24.3	+
ENSG00000228065	10	65570338	LINC01515	+
ENSG00000273360	10	66079243	RP11-210G22.1	+
ENSG00000198739	10	66926006	LRRTM3	+
ENSG00000183230	10	67696169	CTNNA3	-
ENSG00000108176	10	67838166	DNAJC12	-
ENSG00000272892	10	67849525	RP11-57G10.8	+
ENSG00000096717	10	67884669	SIRT1	+
ENSG00000148634	10	68075348	HERC4	-
ENSG00000138347	10	68106117	MYPN	+
ENSG00000179774	10	68232103	ATOH7	-
ENSG00000233590	10	68242379	RP11-153K11.3	-
ENSG00000096746	10	68331174	HNRNPH3	+
ENSG00000108187	10	68333049	PBLD	-
ENSG00000204130	10	68407294	RUFY2	-
ENSG00000138346	10	68472121	DNA2	-
ENSG00000122912	10	68527474	SLC25A16	-
ENSG00000138336	10	68560656	TET1	+
ENSG00000260400	10	68698500	RP11-119F7.5	+
ENSG00000060339	10	68721012	CCAR1	+
ENSG00000165730	10	68827541	STOX1	+
ENSG00000107625	10	68901278	DDX50	+
ENSG00000165732	10	68956128	DDX21	+
ENSG00000198954	10	68988721	KIF1BP	+
ENSG00000122862	10	69088106	SRGN	+
ENSG00000122958	10	69123512	VPS26A	+
ENSG00000156502	10	69180232	SUPV3L1	+
ENSG00000156510	10	69220303	HKDC1	+
ENSG00000229261	10	69232490	RP11-227H15.4	-
ENSG00000156515	10	69269984	HK1	+
ENSG00000075073	10	69416867	TACR2	-
ENSG00000099282	10	69451473	TSPAN15	+
ENSG00000236154	10	69575807	RP11-343J3.2	+
ENSG00000171224	10	69630251	C10orf35	+
ENSG00000235645	10	69684899	RP11-242G20.1	+
ENSG00000197467	10	69801931	COL13A1	+
ENSG00000224222	10	70007836	RP11-262I2.2	-
ENSG00000099284	10	70052796	H2AFY2	+
ENSG00000042286	10	70132934	AIFM2	-
ENSG00000156521	10	70146676	TYSND1	-
ENSG00000079332	10	70170523	SAR1A	-
ENSG00000180817	10	70233911	PPA1	-
ENSG00000148734	10	70283676	NPFFR1	-
ENSG00000172731	10	70382650	LRRC20	-
ENSG00000148730	10	70404379	EIF4EBP2	+
ENSG00000156574	10	70447951	NODAL	-
ENSG00000107719	10	70478821	PALD1	+
ENSG00000180644	10	70602775	PRF1	-
ENSG00000138316	10	70672803	ADAMTS14	+
ENSG00000166224	10	70815961	SGPL1	+
ENSG00000166228	10	70888784	PCBD1	-
ENSG00000259267	10	70939053	RP11-432J9.6	+
ENSG00000107731	10	71212570	UNC5B	+
ENSG00000237512	10	71218228	UNC5B-AS1	-
ENSG00000198246	10	71319258	SLC29A3	+
ENSG00000107736	10	71396934	CDH23	+
ENSG00000223817	10	71511873	CDH23-AS1	-
ENSG00000214688	10	71737824	C10orf105	-
ENSG00000107738	10	71773498	C10orf54	-
ENSG00000197746	10	71851375	PSAP	-
ENSG00000122863	10	71964365	CHST3	+
ENSG00000272988	10	72054037	RP11-150D20.5	-
ENSG00000107742	10	72089032	SPOCK2	-
ENSG00000166295	10	72216000	ANAPC16	+
ENSG00000138303	10	72217134	ASCC1	-
ENSG00000168209	10	72273920	DDIT4	+
ENSG00000148719	10	72355230	DNAJB12	-
ENSG00000282915	10	72473304	RP11-205A8.4	-
ENSG00000226163	10	72501746	RP11-167P22.3	+
ENSG00000107745	10	72626191	MICU1	-
ENSG00000156026	10	72692131	MCU	+
ENSG00000272627	10	72766560	RP11-354E23.5	+
ENSG00000138315	10	72893581	OIT3	+
ENSG00000138308	10	72954778	PLA2G12B	-
ENSG00000237768	10	73071295	RP11-344N10.2	+
ENSG00000122884	10	73096974	P4HA1	-
ENSG00000272630	10	73101297	RP11-344N10.5	-
ENSG00000166321	10	73110375	NUDT13	+
ENSG00000272599	10	73125532	RP11-152N13.16	-
ENSG00000138286	10	73168166	FAM149B1	+
ENSG00000122882	10	73169055	ECD	-
ENSG00000236756	10	73247360	DNAJC9-AS1	+
ENSG00000213551	10	73248862	DNAJC9	-
ENSG00000182180	10	73252693	MRPS16	-
ENSG00000227540	10	73252791	DNAJC9-AS1	+
ENSG00000156042	10	73358859	CFAP70	-
ENSG00000233144	10	73381433	RP11-537A6.9	+
ENSG00000138279	10	73414076	ANXA7	-
ENSG00000166343	10	73433561	MSS51	-
ENSG00000221817	10	73495525	PPP3CB-AS1	+
ENSG00000107758	10	73496024	PPP3CB	-
ENSG00000166348	10	73625953	USP54	-
ENSG00000268584	10	73625996	RP11-464F9.20	+
ENSG00000272791	10	73630556	RP11-464F9.22	+
ENSG00000177791	10	73641757	MYOZ1	-
ENSG00000271848	10	73654039	RP11-464F9.21	+
ENSG00000166317	10	73663803	SYNPO2L	-
ENSG00000172650	10	73698159	AGAP5	-
ENSG00000272140	10	73713581	RP11-574K11.29	-
ENSG00000176986	10	73744384	SEC24C	+
ENSG00000196968	10	73772291	FUT11	+
ENSG00000172586	10	73782047	CHCHD1	+
ENSG00000214655	10	73785582	ZSWIM8	+
ENSG00000272589	10	73801399	ZSWIM8-AS1	-
ENSG00000166507	10	73811798	NDST2	-
ENSG00000224195	10	73813518	RP11-574K11.5	+
ENSG00000229990	10	73841833	RP11-574K11.8	+
ENSG00000148660	10	73874591	CAMK2G	-
ENSG00000122861	10	73909177	PLAU	+
ENSG00000222047	10	73922777	C10orf55	-
ENSG00000035403	10	73995193	VCL	+
ENSG00000225761	10	74005137	RP11-417O11.5	+
ENSG00000185009	10	74151063	AP3M1	-
ENSG00000156110	10	74151185	ADK	+
ENSG00000232342	10	74530553	RP11-46O21.2	-
ENSG00000272748	10	74822130	RP11-222G7.2	-
ENSG00000156650	10	74825582	KAT6B	+
ENSG00000234149	10	75025174	RP11-77G23.2	-
ENSG00000188716	10	75058514	DUPD1	-
ENSG00000156671	10	75099586	SAMD8	+
ENSG00000079393	10	75109221	DUSP13	-
ENSG00000165637	10	75210154	VDAC2	+
ENSG00000165644	10	75236030	COMTD1	-
ENSG00000226051	10	75269819	ZNF503-AS1	+
ENSG00000270087	10	75401246	RP11-399K21.11	-
ENSG00000237149	10	75401519	ZNF503-AS2	+
ENSG00000165655	10	75401906	ZNF503	-
ENSG00000272692	10	75409157	RP11-399K21.14	+
ENSG00000273248	10	75409326	RP11-399K21.13	-
ENSG00000148655	10	75431453	C10orf11	+
ENSG00000236842	10	75431588	RP11-399K21.10	-
ENSG00000268659	10	75642476	RP11-310J24.3	+
ENSG00000228280	10	75742740	RP11-367B6.2	+
ENSG00000230575	10	76438775	RP11-369F10.2	-
ENSG00000269256	10	76560994	RP11-325D15.2	-
ENSG00000236467	10	76888044	KCNMA1-AS1	+
ENSG00000225497	10	77147652	KCNMA1-AS2	+
ENSG00000224500	10	77313941	RP11-328K22.1	+
ENSG00000225652	10	77354404	KCNMA1-AS3	+
ENSG00000156113	10	77638595	KCNMA1	-
ENSG00000228748	10	77782866	RP13-39P12.3	+
ENSG00000204049	10	77866875	RP11-126H7.4	+
ENSG00000151208	10	77926526	DLG5	-
ENSG00000233871	10	77927372	DLG5-AS1	+
ENSG00000148606	10	78029545	POLR3A	-
ENSG00000138326	10	78033760	RPS24	+
ENSG00000283096	10	78176928	RP11-157J13.1	+
ENSG00000282863	10	78179174	RP11-90J7.3	+
ENSG00000230417	10	78179185	LINC00856	+
ENSG00000229543	10	78293842	RP11-90J7.2	+
ENSG00000230229	10	78352597	RP11-90J7.4	+
ENSG00000282952	10	78551719	RP11-17G2.1	-
ENSG00000228683	10	78697022	RP11-31E13.2	-
ENSG00000229569	10	79003803	RP11-481G8.2	-
ENSG00000224596	10	79067895	ZMIZ1-AS1	-
ENSG00000108175	10	79069035	ZMIZ1	+
ENSG00000108179	10	79347469	PPIF	+
ENSG00000235426	10	79382328	RP11-342M3.5	+
ENSG00000165424	10	79445627	ZCCHC24	-
ENSG00000253626	10	79512601	EIF5AL1	+
ENSG00000185303	10	79560397	SFTPA2	-
ENSG00000122852	10	79610939	SFTPA1	+
ENSG00000226676	10	79632188	RP11-589B3.6	-
ENSG00000244733	10	79660891	RP11-506M13.3	+
ENSG00000272489	10	79663192	RP11-182L21.5	+
ENSG00000188199	10	79703227	NUTM2B	+
ENSG00000272447	10	79825902	RP11-182L21.6	+
ENSG00000225484	10	79826594	NUTM2B-AS1	-
ENSG00000228570	10	79841358	NUTM2E	+
ENSG00000273372	10	79968213	SFTPD-AS1	+
ENSG00000133661	10	79982614	SFTPD	-
ENSG00000133678	10	80078646	TMEM254	+
ENSG00000230091	10	80078912	TMEM254-AS1	-
ENSG00000189129	10	80131682	PLAC9	+
ENSG00000122359	10	80205572	ANXA11	-
ENSG00000237523	10	80207710	LINC00857	+
ENSG00000151224	10	80289684	MAT1A	-
ENSG00000133665	10	80344745	DYDC2	+
ENSG00000170788	10	80356755	DYDC1	-
ENSG00000122378	10	80407829	FAM213A	+
ENSG00000108219	10	80454166	TSPAN14	+
ENSG00000226659	10	80535942	RP11-137H2.4	-
ENSG00000178217	10	80537902	SH2D4B	+
ENSG00000185737	10	81875314	NRG3	+
ENSG00000229458	10	82229179	RP11-202D18.2	-
ENSG00000225738	10	82232920	NRG3-AS1	-
ENSG00000233258	10	83912922	RP11-219F10.1	-
ENSG00000165678	10	84139440	GHITM	+
ENSG00000271933	10	84140582	RP11-338I21.1	-
ENSG00000188373	10	84173738	C10orf99	+
ENSG00000148600	10	84194635	CDHR1	+
ENSG00000204033	10	84225589	LRIT2	-
ENSG00000148602	10	84241461	LRIT1	-
ENSG00000148604	10	84245053	RGR	+
ENSG00000229404	10	84279980	LINC00858	+
ENSG00000107771	10	84328586	CCSER2	+
ENSG00000223993	10	85432515	RP11-475D12.1	-
ENSG00000230962	10	85449592	LINC01520	+
ENSG00000234942	10	85577731	GRID1-AS1	+
ENSG00000270002	10	85644073	RP11-93H12.4	+
ENSG00000182771	10	86366493	GRID1	-
ENSG00000062650	10	86521815	WAPL	-
ENSG00000227896	10	86521945	RP11-77P6.2	+
ENSG00000122375	10	86654557	OPN4	+
ENSG00000122367	10	86668449	LDB3	+
ENSG00000272631	10	86756298	RP11-359E3.4	-
ENSG00000107779	10	86756650	BMPR1A	+
ENSG00000173267	10	86958618	SNCG	+
ENSG00000148671	10	86968192	ADIRF	+
ENSG00000173269	10	86969481	MMRN2	-
ENSG00000272734	10	86971311	ADIRF-AS1	-
ENSG00000229969	10	87015782	RP11-96C23.10	-
ENSG00000188100	10	87020306	FAM25A	+
ENSG00000122376	10	87094161	FAM35A	+
ENSG00000148672	10	87094866	GLUD1	-
ENSG00000237280	10	87113954	RP11-96C23.9	+
ENSG00000184923	10	87225448	NUTM2A	+
ENSG00000223482	10	87342612	NUTM2A-AS1	-
ENSG00000224914	10	87342736	LINC00863	+
ENSG00000214562	10	87357668	NUTM2D	+
ENSG00000228055	10	87424792	LINC00864	-
ENSG00000107789	10	87504875	MINPP1	+
ENSG00000223761	10	87606024	RP11-57C13.4	-
ENSG00000225913	10	87607985	RP11-57C13.6	+
ENSG00000198682	10	87659613	PAPSS2	+
ENSG00000196566	10	87660003	RP11-57C13.3	-
ENSG00000138138	10	87841343	ATAD1	-
ENSG00000171862	10	87863113	PTEN	+
ENSG00000227268	10	87863437	KLLN	-
ENSG00000184719	10	88584530	RNLS	-
ENSG00000204022	10	88586753	LIPJ	+
ENSG00000182333	10	88664441	LIPF	+
ENSG00000204021	10	88724544	LIPK	+
ENSG00000204020	10	88761406	LIPN	+
ENSG00000152766	10	88851818	ANKRD22	-
ENSG00000138134	10	88879734	STAMBPL1	+
ENSG00000180139	10	88932390	ACTA2-AS1	+
ENSG00000026103	10	88990582	FAS	+
ENSG00000107796	10	88991339	ACTA2	-
ENSG00000138135	10	89207314	CH25H	-
ENSG00000119922	10	89283694	IFIT2	+
ENSG00000232110	10	89283765	RP11-149I23.3	+
ENSG00000119917	10	89327894	IFIT3	+
ENSG00000204010	10	89378056	IFIT1B	+
ENSG00000185745	10	89392546	IFIT1	+
ENSG00000107798	10	89414557	LIPA	-
ENSG00000152778	10	89414586	IFIT5	+
ENSG00000234452	10	89456064	SLC16A12-AS1	+
ENSG00000152779	10	89556641	SLC16A12	-
ENSG00000232936	10	89645282	RP11-80H5.2	+
ENSG00000152782	10	89645572	PANK1	-
ENSG00000225836	10	89650822	RP11-80H5.6	-
ENSG00000240996	10	89697928	RP11-80H5.7	-
ENSG00000235100	10	89699671	RP11-80H5.9	-
ENSG00000138182	10	89701610	KIF20B	+
ENSG00000232229	10	89829510	LINC00865	+
ENSG00000280560	10	89853906	LINC01374	+
ENSG00000226159	10	89957373	LINC01375	-
ENSG00000224750	10	90454170	RP11-94M14.2	+
ENSG00000236373	10	90540805	RP11-15K3.1	-
ENSG00000148680	10	90857698	HTR7	-
ENSG00000148688	10	90871716	RPP30	+
ENSG00000148677	10	90921276	ANKRD1	-
ENSG00000225519	10	90994620	RP11-236B18.2	+
ENSG00000273124	10	90997713	RP11-236B18.5	-
ENSG00000224851	10	91047166	LINC00502	+
ENSG00000180628	10	91163012	PCGF5	+
ENSG00000165338	10	91409280	HECTD2	+
ENSG00000119938	10	91633054	PPP1R3C	-
ENSG00000228701	10	91798291	TNKS2-AS1	-
ENSG00000107854	10	91798312	TNKS2	+
ENSG00000272817	10	91908131	RP11-402D21.2	+
ENSG00000174721	10	91909483	FGFBP3	-
ENSG00000095564	10	91923769	BTAF1	+
ENSG00000107864	10	92291087	CPEB3	-
ENSG00000198060	10	92291163	MARCH5	+
ENSG00000119912	10	92574076	IDE	-
ENSG00000138160	10	92593286	KIF11	+
ENSG00000152804	10	92689951	HHEX	+
ENSG00000138190	10	92834713	EXOC6	+
ENSG00000138119	10	93482317	MYOF	-
ENSG00000138180	10	93496632	CEP55	+
ENSG00000186188	10	93566665	FFAR4	+
ENSG00000138207	10	93601744	RBP4	-
ENSG00000095464	10	93612588	PDE6C	+
ENSG00000148690	10	93702572	FRA10AC1	-
ENSG00000108231	10	93757809	LGI1	+
ENSG00000280660	10	93762453	RP11-437J2.3	+
ENSG00000280485	10	93788605	RP11-437J2.4	-
ENSG00000176273	10	93893973	SLC35G1	+
ENSG00000138193	10	94030812	PLCE1	+
ENSG00000232913	10	94108814	PLCE1-AS2	-
ENSG00000228553	10	94227288	RP11-391J2.3	-
ENSG00000268894	10	94287478	PLCE1-AS1	-
ENSG00000273450	10	94315327	RP11-76P2.4	-
ENSG00000173145	10	94362959	NOC3L	-
ENSG00000108239	10	94402504	TBC1D12	+
ENSG00000119969	10	94501434	HELLS	+
ENSG00000108242	10	94683621	CYP2C18	+
ENSG00000165841	10	94762624	CYP2C19	+
ENSG00000138109	10	94938658	CYP2C9	+
ENSG00000138115	10	95069497	CYP2C8	-
ENSG00000231829	10	95168425	RP11-310E22.5	-
ENSG00000173124	10	95194200	ACSM6	+
ENSG00000234026	10	95231144	RP11-310E22.4	-
ENSG00000107438	10	95291024	PDLIM1	-
ENSG00000095637	10	95561414	SORBS1	-
ENSG00000059573	10	95656706	ALDH18A1	-
ENSG00000119977	10	95694143	TCTN3	-
ENSG00000138185	10	95711779	ENTPD1	+
ENSG00000240527	10	95833508	RP11-429G19.3	+
ENSG00000188649	10	95907603	CC2D2B	+
ENSG00000107443	10	96043394	CCNJ	+
ENSG00000226688	10	96090238	ENTPD1-AS1	-
ENSG00000177853	10	96129715	ZNF518A	+
ENSG00000095585	10	96271587	BLNK	-
ENSG00000107447	10	96304396	DNTT	+
ENSG00000229418	10	96306695	RP11-35J23.1	-
ENSG00000197430	10	96359365	OPALIN	-
ENSG00000095587	10	96513918	TLL2	-
ENSG00000077147	10	96587452	TM9SF3	-
ENSG00000155629	10	96720514	PIK3AP1	-
ENSG00000196233	10	96832260	LCOR	+
ENSG00000187122	10	97185920	SLIT1	-
ENSG00000213390	10	97292673	ARHGAP19	-
ENSG00000165879	10	97319267	FRAT1	+
ENSG00000225850	10	97334564	RP11-452K12.4	+
ENSG00000181274	10	97334709	FRAT2	-
ENSG00000231970	10	97401115	RP11-452K12.7	+
ENSG00000052749	10	97426076	RRP12	-
ENSG00000171314	10	97426160	PGAM1	+
ENSG00000171311	10	97446017	EXOSC1	-
ENSG00000171307	10	97446131	ZDHHC16	+
ENSG00000155229	10	97498794	MMS19	-
ENSG00000165886	10	97498868	UBTD1	+
ENSG00000165887	10	97572499	ANKRD2	+
ENSG00000241935	10	97584323	HOGA1	+
ENSG00000203942	10	97589727	C10orf62	+
ENSG00000171160	10	97633500	MORN4	-
ENSG00000155252	10	97640686	PI4K2A	+
ENSG00000119986	10	97687323	AVPI1	-
ENSG00000155254	10	97713173	MARVELD1	+
ENSG00000155256	10	97737121	ZFYVE27	+
ENSG00000120057	10	97771952	SFRP5	-
ENSG00000227356	10	97849798	LINC00866	-
ENSG00000155265	10	97850239	GOLGA7B	+
ENSG00000095713	10	98030828	CRTAC1	-
ENSG00000166024	10	98134624	R3HCC1L	+
ENSG00000230928	10	98252023	RP11-34A14.3	+
ENSG00000138131	10	98268250	LOXL4	-
ENSG00000119943	10	98415184	PYROXD2	-
ENSG00000107521	10	98446947	HPS1	-
ENSG00000172987	10	99235862	HPSE2	-
ENSG00000119946	10	99329099	CNNM1	+
ENSG00000120053	10	99430624	GOT1	-
ENSG00000224934	10	99431191	RP11-441O15.3	+
ENSG00000155287	10	99620609	SLC25A28	-
ENSG00000260475	10	99621055	RP11-85A1.3	+
ENSG00000229278	10	99653905	RP11-483F11.7	-
ENSG00000198018	10	99659506	ENTPD7	+
ENSG00000119929	10	99702558	CUTC	+
ENSG00000014919	10	99732100	COX15	-
ENSG00000023839	10	99782732	ABCC2	+
ENSG00000227695	10	99927010	DNMBP-AS1	+
ENSG00000107554	10	100009919	DNMBP	-
ENSG00000120054	10	100081877	CPN1	-
ENSG00000107566	10	100188334	ERLIN1	-
ENSG00000236308	10	100190036	RP11-316M21.7	+
ENSG00000213341	10	100229619	CHUK	-
ENSG00000227492	10	100229667	RP11-316M21.6	+
ENSG00000095485	10	100267680	CWF19L1	-
ENSG00000196072	10	100286712	BLOC1S2	-
ENSG00000107593	10	100330486	PKD2L1	-
ENSG00000231188	10	100346390	RP11-34D15.2	-
ENSG00000099194	10	100347124	SCD	+
ENSG00000235823	10	100373615	OLMALINC	+
ENSG00000075290	10	100463041	WNT8B	+
ENSG00000075826	10	100519864	SEC31B	-
ENSG00000166135	10	100529072	HIF1AN	+
ENSG00000166136	10	100530000	NDUFB8	-
ENSG00000075891	10	100735603	PAX2	+
ENSG00000119906	10	100912569	SLF2	+
ENSG00000272572	10	100912739	RP11-179B2.2	-
ENSG00000273476	10	100967688	RP11-108L7.14	+
ENSG00000095539	10	100969518	SEMA4G	+
ENSG00000236662	10	100985614	RP11-108L7.4	-
ENSG00000107815	10	100987367	C10orf2	+
ENSG00000055950	10	100987515	MRPL43	-
ENSG00000107816	10	100996618	LZTS2	+
ENSG00000186862	10	101031157	PDZD7	-
ENSG00000107819	10	101031234	SFXN3	+
ENSG00000273162	10	101061005	RP11-108L7.15	-
ENSG00000107821	10	101061841	KAZALD1	+
ENSG00000236311	10	101131126	TLX1NB	-
ENSG00000237579	10	101176323	LINC01514	+
ENSG00000227128	10	101229594	LBX1-AS1	+
ENSG00000229649	10	101263550	RP11-107I14.4	-
ENSG00000225208	10	101311018	RP11-107I14.2	+
ENSG00000166167	10	101354033	BTRC	+
ENSG00000166171	10	101570560	DPCD	+
ENSG00000166169	10	101588270	POLL	-
ENSG00000107829	10	101695295	FBXW4	-
ENSG00000224817	10	101708401	RP11-190J1.3	-
ENSG00000107831	10	101780369	FGF8	-
ENSG00000107833	10	101783413	NPM3	-
ENSG00000198408	10	101818465	MGEA5	-
ENSG00000226009	10	101819078	KCNIP2-AS1	+
ENSG00000120049	10	101843920	KCNIP2	-
ENSG00000120029	10	102056193	C10orf76	-
ENSG00000166189	10	102065390	HPS6	+
ENSG00000198728	10	102120453	LDB1	-
ENSG00000148840	10	102132994	PPRC1	+
ENSG00000166197	10	102152176	NOLC1	+
ENSG00000119915	10	102226328	ELOVL3	+
ENSG00000107859	10	102241474	PITX3	-
ENSG00000107862	10	102245532	GBF1	+
ENSG00000077150	10	102394110	NFKB2	+
ENSG00000107872	10	102419189	FBXL15	+
ENSG00000059915	10	102421539	PSD	-
ENSG00000107874	10	102432661	CUEDC2	-
ENSG00000269609	10	102449817	RPARP-AS1	+
ENSG00000120055	10	102451543	C10orf95	-
ENSG00000138111	10	102461395	MFSD13A	+
ENSG00000273262	10	102483039	RP11-18I14.11	+
ENSG00000138107	10	102502711	ACTR1A	-
ENSG00000107882	10	102503987	SUFU	+
ENSG00000272933	10	102644140	RP11-47A8.5	-
ENSG00000171206	10	102644496	TRIM8	+
ENSG00000138175	10	102714407	ARL3	-
ENSG00000156398	10	102714538	SFXN2	+
ENSG00000166272	10	102743970	WBP1L	+
ENSG00000148795	10	102837533	CYP17A1	-
ENSG00000166275	10	102854223	BORCS7	+
ENSG00000282772	10	102854513	RP11-753C18.12	-
ENSG00000214435	10	102869516	AS3MT	+
ENSG00000272912	10	102914585	RP11-724N1.1	+
ENSG00000148842	10	102918293	CNNM2	+
ENSG00000076685	10	103193306	NT5C2	-
ENSG00000235376	10	103245887	RPEL1	+
ENSG00000148798	10	103277163	INA	+
ENSG00000156374	10	103351134	PCGF6	-
ENSG00000148835	10	103367967	TAF5	+
ENSG00000173915	10	103396466	USMG5	-
ENSG00000148843	10	103396648	PDCD11	+
ENSG00000273485	10	103450196	RP11-225H22.7	+
ENSG00000138172	10	103452402	CALHM2	-
ENSG00000234699	10	103452846	RP11-225H22.4	+
ENSG00000183128	10	103479240	CALHM3	-
ENSG00000107954	10	103493979	NEURL1	+
ENSG00000235470	10	103517393	NEURL1-AS1	-
ENSG00000273108	10	103608619	RP11-416N2.4	+
ENSG00000280693	10	103745966	SH3PXD2A-AS1	+
ENSG00000107957	10	103855543	SH3PXD2A	-
ENSG00000107960	10	103918205	OBFC1	-
ENSG00000065613	10	103967201	SLK	+
ENSG00000065618	10	104086002	COL17A1	-
ENSG00000156384	10	104122058	SFR1	+
ENSG00000197748	10	104232362	CFAP43	-
ENSG00000148834	10	104235356	GSTO1	+
ENSG00000065621	10	104268873	GSTO2	+
ENSG00000228261	10	104323369	RP11-127L20.3	+
ENSG00000148841	10	104338404	ITPRIP	-
ENSG00000231233	10	104353575	CFAP58-AS1	-
ENSG00000120051	10	104353764	CFAP58	+
ENSG00000225768	10	104480274	RP11-127O4.3	-
ENSG00000237761	10	104616102	RP11-127O4.2	+
ENSG00000156395	10	104641101	SORCS3	+
ENSG00000229466	10	105819197	RP11-56I23.1	-
ENSG00000229775	10	106140264	RP11-298H24.1	+
ENSG00000108018	10	107164534	SORCS1	-
ENSG00000229981	10	108197849	LINC01435	-
ENSG00000203434	10	108561815	RP11-163F15.1	-
ENSG00000223381	10	108710518	RP11-655H13.2	+
ENSG00000108039	10	109923553	XPNPEP1	-
ENSG00000148700	10	109996368	ADD3	+
ENSG00000203876	10	110008381	ADD3-AS1	-
ENSG00000119950	10	110207605	MXI1	+
ENSG00000228417	10	110208591	RP11-549L6.3	-
ENSG00000119953	10	110304951	SMNDC1	-
ENSG00000273143	10	110496204	RP11-525A16.4	-
ENSG00000138166	10	110497838	DUSP5	+
ENSG00000108055	10	110567691	SMC3	+
ENSG00000203867	10	110644397	RBM20	+
ENSG00000232470	10	110869743	RP11-313D6.3	+
ENSG00000150593	10	110871795	PDCD4	+
ENSG00000203497	10	110872233	PDCD4-AS1	-
ENSG00000278601	10	110907483	RP11-348N5.9	+
ENSG00000270589	10	110910596	RP11-348N5.7	+
ENSG00000214413	10	110919274	BBIP1	-
ENSG00000108061	10	110919547	SHOC2	+
ENSG00000150594	10	111077163	ADRA2A	+
ENSG00000119927	10	112215377	GPAM	-
ENSG00000119913	10	112283735	TECTB	+
ENSG00000197142	10	112374018	ACSL5	+
ENSG00000232934	10	112425589	RP11-324O2.3	-
ENSG00000023041	10	112446917	ZDHHC6	-
ENSG00000151532	10	112446998	VTI1A	+
ENSG00000233340	10	112677819	RP11-25C19.3	-
ENSG00000260917	10	112823490	RP11-57H14.4	+
ENSG00000225292	10	112888735	RP11-57H14.3	+
ENSG00000148737	10	112950250	TCF7L2	+
ENSG00000233547	10	112951875	RP11-57H14.2	-
ENSG00000148702	10	113550837	HABP2	+
ENSG00000197893	10	113664127	NRAP	-
ENSG00000165806	10	113679162	CASP7	+
